"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Percentage change (yearly) All property types","Percentage change (monthly) All property types","House price index All property types","Sales volume All property types","Average price Detached houses","Percentage change (yearly) Detached houses","Percentage change (monthly) Detached houses","House price index Detached houses","Average price Semi-detached houses","Percentage change (yearly) Semi-detached houses","Percentage change (monthly) Semi-detached houses","House price index Semi-detached houses","Average price Terraced houses","Percentage change (yearly) Terraced houses","Percentage change (monthly) Terraced houses","House price index Terraced houses","Average price Flats and maisonettes","Percentage change (yearly) Flats and maisonettes","Percentage change (monthly) Flats and maisonettes","House price index Flats and maisonettes","Average price First-time buyers","Percentage change (yearly) First-time buyers","Percentage change (monthly) First-time buyers","House price index First-time buyers","Average price Former owner-occupiers","Percentage change (yearly) Former owner-occupiers","Percentage change (monthly) Former owner-occupiers","House price index Former owner-occupiers","Average price Cash purchases","Percentage change (yearly) Cash purchases","Percentage change (monthly) Cash purchases","House price index Cash purchases","Sales volume Cash purchases","Average price Mortgage purchases","Percentage change (yearly) Mortgage purchases","Percentage change (monthly) Mortgage purchases","House price index Mortgage purchases","Sales volume Mortgage purchases","Average price New build","Percentage change (yearly) New build","Percentage change (monthly) New build","House price index New build","Sales volume New build","Average price Existing properties","Percentage change (yearly) Existing properties","Percentage change (monthly) Existing properties","House price index Existing properties","Sales volume Existing properties","Pivotable date"
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-03,,monthly,104705,12.42,3.5,54.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-04,,monthly,106121,9.97,1.35,55.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-05,,monthly,108852,12.8,2.57,57.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-06,,monthly,113304,17.41,4.09,59.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-07,,monthly,114214,14.25,0.8,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-08,,monthly,116743,16.78,2.21,61.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-09,,monthly,119576,19.61,2.43,62.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-10,,monthly,120486,22.99,0.76,63.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-11,,monthly,121700,24.23,1.01,63.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-12,,monthly,125747,28.36,3.33,65.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-01,,monthly,124836,27.88,-0.72,65.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-02,,monthly,123521,22.1,-1.05,64.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-03,,monthly,126152,20.48,2.13,66.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-04,,monthly,129186,21.73,2.41,67.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-05,,monthly,128276,17.84,-0.7,67.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-06,,monthly,128579,13.48,0.24,67.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-07,,monthly,130805,14.53,1.73,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-08,,monthly,133132,14.04,1.78,69.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-09,,monthly,132727,11.0,-0.3,69.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-10,,monthly,135054,12.09,1.75,70.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-11,,monthly,133536,9.73,-1.12,70.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-12,,monthly,136167,8.29,1.97,71.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-01,,monthly,136976,9.72,0.59,71.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-02,,monthly,135661,9.83,-0.96,71.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-03,,monthly,135964,7.78,0.22,71.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-04,,monthly,142135,10.02,4.54,74.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-05,,monthly,143855,12.15,1.21,75.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-06,,monthly,146384,13.85,1.76,76.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-07,,monthly,149520,14.31,2.14,78.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-08,,monthly,151240,13.6,1.15,79.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-09,,monthly,150937,13.72,-0.2,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-10,,monthly,152050,12.58,0.74,79.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-11,,monthly,151847,13.71,-0.13,79.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-12,,monthly,150734,10.7,-0.73,79.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-01,67791,monthly,150633,9.97,-0.07,79.0,67791,236191,,,82.09,145913,,,81.62,119750,,,77.53,127018,,,73.8,,,,,,,,,,,,,,,,,,,184934,,,81.05,,148104,,,78.76,,2005-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-02,69182,monthly,150488,10.93,-0.1,78.93,69182,234509,,-0.71,81.5,146578,,0.46,81.99,119434,,-0.26,77.32,127046,,0.02,73.81,,,,,,,,,,,,,,,,,,,186688,,0.95,81.82,,147760,,-0.23,78.57,,2005-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-03,83254,monthly,151723,11.59,0.82,79.58,83254,235038,,0.23,81.69,147324,,0.51,82.4,120943,,1.26,78.3,128372,,1.04,74.58,,,,,,,,,,,,,,,,,,,188228,,0.82,82.49,11047,148971,,0.82,79.22,72207,2005-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-04,102500,monthly,153880,8.26,1.42,80.71,102500,236330,,0.55,82.14,149615,,1.56,83.69,122906,,1.62,79.57,130545,,1.69,75.85,,,,,,,,,,,,,,,,,,,192216,,2.12,84.24,12518,150952,,1.33,80.27,89982,2005-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-05,103101,monthly,155533,8.12,1.07,81.57,103101,240601,,1.81,83.62,150580,,0.64,84.23,124215,,1.07,80.42,131826,,0.98,76.59,,,,,,,,,,,,,,,,,,,192701,,0.25,84.45,12368,152737,,1.18,81.22,90733,2005-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-06,117289,monthly,156767,7.09,0.79,82.22,117289,239089,,-0.63,83.09,151657,,0.72,84.83,126133,,1.54,81.66,133124,,0.98,77.34,,,,,,,,,,,,,,,,,,,193319,,0.32,84.72,18407,154044,,0.86,81.92,98882,2005-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-07,123400,monthly,158786,6.2,1.29,83.28,123400,244141,,2.11,84.85,154293,,1.74,86.3,127393,,1.0,82.47,133758,,0.48,77.71,,,,,,,,,,,,,,,,,,,195213,,0.98,85.55,12671,156091,,1.33,83.0,110729,2005-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-08,120242,monthly,159431,5.42,0.41,83.62,120242,246629,,1.02,85.72,153880,,-0.27,86.07,128019,,0.49,82.88,134530,,0.58,78.16,,,,,,,,,,,,,,,,,,,196737,,0.78,86.22,12200,156649,,0.36,83.3,108042,2005-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-09,122753,monthly,159183,5.46,-0.16,83.49,122753,244951,,-0.68,85.13,153647,,-0.15,85.94,128512,,0.39,83.2,133820,,-0.53,77.75,,,,,,,,,,,,,,,,,,,195897,,-0.43,85.85,14197,156461,,-0.12,83.2,108556,2005-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-10,114718,monthly,158865,4.48,-0.2,83.32,114718,244596,,-0.14,85.01,153722,,0.05,85.98,127976,,-0.42,82.85,133529,,-0.22,77.58,,,,,,,,,,,,,,,,,,,197268,,0.7,86.45,13058,155964,,-0.32,82.94,101660,2005-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-11,118025,monthly,159337,4.93,0.3,83.57,118025,244936,,0.14,85.13,154068,,0.23,86.18,128414,,0.34,83.13,134133,,0.45,77.93,,,,,,,,,,,,,,,,,,,198409,,0.58,86.95,13819,156371,,0.26,83.15,104206,2005-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-12,128637,monthly,160209,6.29,0.55,84.03,128637,242343,,-1.06,84.23,153914,,-0.1,86.09,129718,,1.01,83.98,136871,,2.04,79.52,,,,,,,,,,,,,,,,,,,200105,,0.86,87.7,21030,157163,,0.51,83.57,107607,2005-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-01,94106,monthly,159970,6.2,-0.15,83.9,94106,244844,3.66,1.03,85.09,154122,5.63,0.14,86.21,129002,7.73,-0.55,83.51,135909,7.0,-0.7,78.96,,,,,,,,,,,,,,,,,,,196646,6.33,-1.73,86.18,9769,157201,6.14,0.02,83.59,84337,2006-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-02,95782,monthly,160231,6.47,0.16,84.04,95782,243243,3.72,-0.65,84.54,154159,5.17,0.02,86.23,129318,8.28,0.25,83.72,137211,8.0,0.96,79.72,,,,,,,,,,,,,,,,,,,200231,7.25,1.82,87.75,11392,157153,6.36,-0.03,83.57,84390,2006-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-03,124588,monthly,161531,6.46,0.81,84.72,124588,245956,4.65,1.12,85.48,155563,5.59,0.91,87.01,130386,7.81,0.83,84.41,137740,7.3,0.39,80.03,,,,,,,,,,,,,,,,,,,199655,6.07,-0.29,87.5,15881,158632,6.48,0.94,84.36,108707,2006-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-04,117582,monthly,165042,7.25,2.17,86.56,117582,249485,5.57,1.44,86.71,159151,6.37,2.31,89.02,133945,8.98,2.73,86.71,140314,7.48,1.87,81.52,,,,,,,,,,,,,,,,,,,203939,6.1,2.15,89.38,13572,162086,7.38,2.18,86.19,104010,2006-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-05,129100,monthly,166606,7.12,0.95,87.38,129100,252502,4.95,1.21,87.76,160241,6.42,0.68,89.63,134568,8.34,0.47,87.12,142780,8.31,1.76,82.95,,,,,,,,,,,,,,,,,,,205404,6.59,0.72,90.02,15108,163666,7.16,0.97,87.03,113992,2006-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-06,153465,monthly,168184,7.28,0.95,88.21,153465,252748,5.71,0.1,87.84,161638,6.58,0.87,90.41,136637,8.33,1.54,88.46,144114,8.26,0.93,83.73,,,,,,,,,,,,,,,,,,,205572,6.34,0.08,90.09,22496,165385,7.36,1.05,87.95,130969,2006-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-07,141655,monthly,170604,7.44,1.44,89.48,141655,258352,5.82,2.22,89.79,163934,6.25,1.42,91.7,139157,9.23,1.84,90.09,144386,7.95,0.19,83.89,,,,,,,,,,,,,,,,,,,206903,5.99,0.65,90.68,13578,167921,7.58,1.53,89.3,128077,2006-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-08,148715,monthly,172037,7.91,0.84,90.23,148715,261682,6.1,1.29,90.95,165273,7.4,0.82,92.44,139870,9.26,0.51,90.55,145759,8.35,0.95,84.68,,,,,,,,,,,,,,,,,,,206491,4.96,-0.2,90.5,13594,169537,8.23,0.96,90.15,135121,2006-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-09,144442,monthly,172738,8.52,0.41,90.6,144442,262324,7.09,0.25,91.17,165909,7.98,0.38,92.8,140269,9.15,0.28,90.81,146869,9.75,0.76,85.33,,,,,,,,,,,,,,,,,,,209474,6.93,1.44,91.8,14988,170022,8.67,0.29,90.41,129454,2006-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-10,140575,monthly,173750,9.37,0.59,91.13,140575,263693,7.81,0.52,91.65,166832,8.53,0.56,93.32,141278,10.39,0.72,91.46,147609,10.55,0.5,85.76,,,,,,,,,,,,,,,,,,,210800,6.86,0.63,92.38,13856,171010,9.65,0.58,90.94,126719,2006-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-11,142498,monthly,174644,9.61,0.51,91.6,142498,265290,8.31,0.61,92.2,168046,9.07,0.73,94.0,142103,10.66,0.58,92.0,147708,10.12,0.07,85.82,,,,,,,,,,,,,,,,,,,209797,5.74,-0.48,91.94,14768,172091,10.05,0.63,91.51,127730,2006-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-12,149219,monthly,176819,10.37,1.25,92.74,149219,264999,9.35,-0.11,92.1,169329,10.02,0.76,94.71,144505,11.4,1.69,93.55,151264,10.52,2.41,87.88,,,,,,,,,,,,,,,,,,,214434,7.16,2.21,93.98,21661,174039,10.74,1.13,92.55,127558,2006-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-01,107331,monthly,176758,10.49,-0.03,92.71,107331,268186,9.53,1.2,93.21,169496,9.98,0.1,94.81,144185,11.77,-0.22,93.34,150639,10.84,-0.41,87.52,,,,,,,,,,,,,,,,,,,213476,8.56,-0.45,93.56,9196,174069,10.73,0.02,92.56,98135,2007-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-02,104806,monthly,177261,10.63,0.28,92.97,104806,267642,10.03,-0.2,93.02,169788,10.14,0.17,94.97,144010,11.36,-0.12,93.23,152704,11.29,1.37,88.72,,,,,,,,,,,,,,,,,,,214060,6.91,0.27,93.81,9407,174567,11.08,0.29,92.83,95399,2007-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-03,128869,monthly,178636,10.59,0.78,93.69,128869,269178,9.44,0.57,93.55,170921,9.87,0.67,95.6,146113,12.06,1.46,94.59,152908,11.01,0.13,88.84,,,,,,,,,,,,,,,,,,,213228,6.8,-0.39,93.45,13843,176105,11.01,0.88,93.65,115026,2007-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-04,118267,monthly,182243,10.42,2.02,95.58,118267,273582,9.66,1.64,95.08,174013,9.34,1.81,97.33,149342,11.5,2.21,96.68,156410,11.47,2.29,90.87,,,,,,,,,,,,,,,,,,,217591,6.69,2.05,95.36,11141,179654,10.84,2.02,95.53,107126,2007-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-05,132147,monthly,184330,10.64,1.15,96.68,132147,275810,9.23,0.81,95.86,175564,9.56,0.89,98.2,150441,11.8,0.74,97.39,159937,12.02,2.25,92.92,,,,,,,,,,,,,,,,,,,224313,9.21,3.09,98.31,12592,181401,10.84,0.97,96.46,119555,2007-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-06,151812,monthly,186348,10.8,1.09,97.74,151812,279156,10.45,1.21,97.02,177260,9.67,0.97,99.15,152369,11.51,1.28,98.64,161353,11.96,0.89,93.74,,,,,,,,,,,,,,,,,,,223163,8.56,-0.51,97.8,18429,183651,11.04,1.24,97.66,133383,2007-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-07,139264,monthly,188691,10.6,1.26,98.96,139264,285684,10.58,2.34,99.29,179325,9.39,1.17,100.3,153994,10.66,1.07,99.69,162554,12.58,0.74,94.44,,,,,,,,,,,,,,,,,,,227921,10.16,2.13,99.89,9984,185816,10.66,1.18,98.81,129280,2007-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-08,149410,monthly,189786,10.32,0.58,99.54,149410,287929,10.03,0.79,100.07,180401,9.15,0.6,100.91,155100,10.89,0.72,100.41,162878,11.74,0.2,94.63,,,,,,,,,,,,,,,,,,,223499,8.24,-1.94,97.95,9473,187321,10.49,0.81,99.61,139937,2007-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-09,119194,monthly,190032,10.01,0.13,99.67,119194,288381,9.93,0.16,100.23,180270,8.66,-0.07,100.83,154741,10.32,-0.23,100.18,164251,11.84,0.84,95.43,,,,,,,,,,,,,,,,,,,225909,7.85,1.08,99.01,9109,187405,10.22,0.04,99.66,110085,2007-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-10,122098,monthly,189589,9.12,-0.23,99.44,122098,288223,9.3,-0.05,100.17,179621,7.67,-0.36,100.47,154398,9.29,-0.22,99.96,163837,10.99,-0.25,95.19,,,,,,,,,,,,,,,,,,,226045,7.23,0.06,99.07,9859,186925,9.31,-0.26,99.4,112239,2007-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-11,121078,monthly,189489,8.5,-0.05,99.38,121078,288470,8.74,0.09,100.26,179951,7.08,0.18,100.65,153793,8.23,-0.39,99.56,163900,10.96,0.04,95.22,,,,,,,,,,,,,,,,,,,225028,7.26,-0.45,98.62,10213,186893,8.6,-0.02,99.38,110865,2007-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-12,97912,monthly,189193,7.0,-0.16,99.23,97912,285242,7.64,-1.12,99.13,179364,5.93,-0.33,100.33,154082,6.63,0.19,99.75,164472,8.73,0.35,95.56,,,,,,,,,,,,,,,,,,,226821,5.78,0.8,99.41,13397,186442,7.13,-0.24,99.14,84515,2007-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-01,69661,monthly,185782,5.11,-1.8,97.44,69661,280201,4.48,-1.77,97.38,175565,3.58,-2.12,98.2,150959,4.7,-2.03,97.73,164580,9.25,0.07,95.62,,,,,,,,,,,,,,,,,,,225328,5.55,-0.66,98.75,5494,182943,5.1,-1.88,97.28,64167,2008-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-02,73683,monthly,184185,3.91,-0.86,96.6,73683,277037,3.51,-1.13,96.28,174660,2.87,-0.52,97.7,149627,3.9,-0.88,96.87,162953,6.71,-0.99,94.67,,,,,,,,,,,,,,,,,,,228000,6.51,1.19,99.92,6350,180878,3.62,-1.13,96.19,67333,2008-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-03,71247,monthly,182845,2.36,-0.73,95.9,71247,273984,1.79,-1.1,95.22,173965,1.78,-0.4,97.31,149155,2.08,-0.32,96.56,160801,5.16,-1.32,93.42,,,,,,,,,,,,,,,,,,,224050,5.08,-1.73,98.19,8858,179806,2.1,-0.59,95.61,62389,2008-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-04,76653,monthly,183148,0.5,0.17,96.06,76653,275418,0.67,0.52,95.72,173450,-0.32,-0.3,97.02,149733,0.26,0.39,96.94,160963,2.91,0.1,93.52,,,,,,,,,,,,,,,,,,,224695,3.26,0.29,98.47,9546,180076,0.24,0.15,95.76,67107,2008-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-05,80039,monthly,184267,-0.03,0.61,96.64,80039,275513,-0.11,0.03,95.75,175160,-0.23,0.99,97.97,150198,-0.16,0.31,97.24,162696,1.73,1.08,94.53,,,,,,,,,,,,,,,,,,,225254,0.42,0.25,98.72,9563,181264,-0.08,0.66,96.39,70476,2008-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-06,72676,monthly,181831,-2.42,-1.32,95.37,72676,271990,-2.57,-1.28,94.53,172913,-2.45,-1.28,96.72,148590,-2.48,-1.07,96.2,159875,-0.92,-1.73,92.89,,,,,,,,,,,,,,,,,,,221442,-0.77,-1.69,97.05,12701,178956,-2.56,-1.27,95.16,59975,2008-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-07,63875,monthly,179845,-4.69,-1.09,94.33,63875,270883,-5.18,-0.41,94.14,170845,-4.73,-1.2,95.56,146400,-4.93,-1.47,94.78,158188,-2.69,-1.05,91.91,,,,,,,,,,,,,,,,,,,217387,-4.62,-1.83,95.27,7293,177187,-4.64,-0.99,94.22,56582,2008-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-08,59175,monthly,176092,-7.22,-2.09,92.36,59175,266384,-7.48,-1.66,92.58,167166,-7.34,-2.15,93.5,143180,-7.69,-2.2,92.69,154671,-5.04,-2.22,89.86,,,,,,,,,,,,,,,,,,,209669,-6.19,-3.55,91.89,6636,173838,-7.2,-1.89,92.44,52539,2008-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-09,50985,monthly,171660,-9.67,-2.52,90.03,50985,262199,-9.08,-1.57,91.13,162201,-10.02,-2.97,90.73,139195,-10.05,-2.78,90.11,150878,-8.14,-2.45,87.66,,,,,,,,,,,,,,,,,,,207132,-8.31,-1.21,90.78,7086,169162,-9.73,-2.69,89.95,43899,2008-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-10,54904,monthly,168177,-11.29,-2.03,88.21,54904,255567,-11.33,-2.53,88.82,159515,-11.19,-1.66,89.22,136263,-11.75,-2.11,88.22,147979,-9.68,-1.92,85.97,,,,,,,,,,,,,,,,,,,202799,-10.28,-2.09,88.88,7271,165744,-11.33,-2.02,88.14,47633,2008-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-11,44543,monthly,163447,-13.74,-2.81,85.72,44543,247586,-14.17,-3.12,86.05,155709,-13.47,-2.39,87.1,132512,-13.84,-2.75,85.79,143378,-12.52,-3.11,83.3,,,,,,,,,,,,,,,,,,,197953,-12.03,-2.39,86.75,6826,160990,-13.86,-2.87,85.61,37717,2008-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-12,47872,monthly,160954,-14.93,-1.53,84.42,47872,242938,-14.83,-1.88,84.43,152977,-14.71,-1.75,85.57,131693,-14.53,-0.62,85.26,140291,-14.7,-2.15,81.51,,,,,,,,,,,,,,,,,,,191571,-15.54,-3.22,83.96,9692,158901,-14.77,-1.3,84.5,38180,2008-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-01,32752,monthly,157234,-15.37,-2.31,82.47,32752,241206,-13.92,-0.71,83.83,148741,-15.28,-2.77,83.2,126924,-15.92,-3.62,82.17,137752,-16.3,-1.81,80.03,,,,,,,,,,,,,,,,,,,192148,-14.73,0.3,84.21,4010,154675,-15.45,-2.66,82.25,28742,2009-01-01
